,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
4296,Browns,2.0,181.0251818,2325.9962530000003,30-45,3711.465776,No,64.52199506,Yes,Male,After_16:00,0.561058057,0.9868054140000001,9037.0,,6.277575274,490.02723039999995,637.0589177,95.54407387,7.230374073999999,6.962999999999999,5463.938068,Yes,1485.875926,1.469895313,38.54706119,17.41265489,60.34172726,100.0,Education,13.0,798.0611355000001,2.0,Car,Services_or_Retail,No,0.0,27.23362124
4297,Greys,5.0,292.3784662,40961.74575,30-45,9605.811431,Yes,670.6669921,Yes,Male,After_16:00,0.900948011,0.096103116,4111.0,410.9284961,70.75055563,5024.8080119999995,816.1024940000001,35.49049804,20.27137134,7.888999999999999,51924.18085,No,176647.9728,9.259539752,420.29510199999993,23.90459329,97.45948872,40.0,Foreign_Affairs,7.0,120.8159459,4.0,Foot_or_bicycle,Hightech,No,0.0,517.6036708
4298,Violets,1.0,183.33245209999998,7951.490651000001,30-45,3805.6428149999997,Yes,334.14921160000006,Yes,Male,After_16:00,0.138737391,0.9201059090000001,4286.0,112.8617048,98.03162990000001,1526.8826800000002,631.6098745,48.87746244,10.62363896,11.714,21340.763030000002,Maybe,16930.154459999998,8.268479727999999,130.115927,23.38928101,61.11081736,70.0,Social,10.0,538.8841748,2.0,Public_or_other,Public_Sector,No,0.0,
4300,Turquoises,10.0,255.2623559,28718.04003,30-45,7334.961931,No,539.5032514,Yes,Female,By_16:00,0.39947836600000003,0.508734067,8762.0,344.8033347,74.92683181,,926.2244812999999,88.62823492,18.56888082,1.238,,No,113914.3814,2.607461994,337.5120463,46.67296205,85.08745195,70.0,Social,11.0,249.800513,0.0,Car,Hightech,No,0.0,390.8580909
4301,Turquoises,7.0,347.46225400000003,42310.55403,30-45,13540.26719,No,613.8603473,Yes,Female,By_16:00,0.775121995,,8985.0,398.1492943,55.40461312,4449.405096,460.12916720000004,2.832542663,19.95367872,1.015,48135.9908,Yes,133451.8715,8.666603358,365.3106507,7.694319007000001,115.8207513,60.0,Financial,11.0,179.8889871,2.0,Motorcycle_or_truck,Industry_or_other,No,0.0,437.9898346
4302,Browns,8.0,,55406.95765,30-45,53971.65814,No,431.46462460000004,Yes,Female,After_16:00,0.499991677,0.11421912699999999,3626.0,,68.60314424,3207.543473,648.6722515,30.82089841,20.21411973,12.374,38583.74282,Maybe,57136.40222,7.865194317,239.03222000000002,82.4770561,231.79702569999998,100.0,Education,13.0,503.1624642,2.0,Public_or_other,Services_or_Retail,Yes,0.0,79.62365973
4304,Pinks,10.0,41.53071682,10053.08586,45_and_up,215.4880656,No,913.5402757000002,No,Male,After_16:00,0.475372078,0.41084353,4167.0,661.1564011,27.55443286,8584.228773,63.16452706,40.45633948,25.71296173,5.832999999999999,76548.26557,Yes,527354.2357,3.852024868,726.1915971,2.6735853169999997,13.84357227,100.0,Education,9.0,277.8523171,2.0,Car,Student_or_Unemployed,Yes,0.0,491.76070999999996
4305,Purples,2.0,155.8454415,24311.84628,30-45,2760.593107,Yes,362.18282830000004,Yes,Female,After_16:00,0.087181225,0.18971918,5030.0,197.92437819999998,53.8284821,5075.840557,375.4402541,66.38397211,14.06855992,10.97,30103.48093,Maybe,219023.2326,,467.9991801,27.09998041,51.9484805,60.0,Financial,11.0,378.3161494,0.0,Public_or_other,Industry_or_other,No,0.0,274.50193989999997
4308,Khakis,6.0,548.0315482000001,60431.09696,45_and_up,33563.63028,No,603.1335767999999,Yes,Male,After_16:00,0.048031726,0.78369046,9352.0,399.8703783,85.66992995,4107.822042,976.5945142,41.19733723,19.9967592,0.648,47281.16193,No,109434.0179,8.120710684,330.80812860000003,35.15094754,182.67718269999997,70.0,Social,6.0,212.12668340000002,1.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,1.0,420.33884689999996
4310,Turquoises,5.0,,14751.834569999999,30-45,1512.692086,No,673.5067700000001,Yes,Female,By_16:00,0.297276401,0.43829102299999995,6006.0,460.4417832,45.4637222,4775.778731,516.9996142,85.91886731,21.45790724,3.9939999999999998,53534.43426,Maybe,148602.1673,1.8476175190000002,385.4895165,86.79193154,38.26779702,60.0,Financial,10.0,134.70080719999999,1.0,Motorcycle_or_truck,Public_Sector,Yes,2.0,441.1204271000001
4311,Reds,5.0,401.401671,62932.136439999995,45_and_up,18046.38961,No,748.3986071,Yes,Male,After_16:00,0.780421135,0.7454160470000001,3142.0,465.52047369999997,76.89085037,5634.469532,576.8746864,26.22415742,21.57592347,8.857999999999999,58227.67765,Maybe,221222.4045,9.743883514,470.34285839999995,16.82088207,133.800557,40.0,Foreign_Affairs,8.0,79.16034239,1.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,564.7917898
4312,Khakis,5.0,222.71369199999998,25054.288480000003,45_and_up,5595.5033,Yes,606.7232802999999,Yes,Male,After_16:00,0.048167539,0.635023212,3389.0,402.69878430000006,11.94864565,4180.262614,397.0485001,45.32974758,20.06735618,6.611000000000001,47638.27662,Yes,113897.1407,7.946716400000001,337.48650449999997,75.26321344,74.23789735,90.0,Environment,8.0,205.19435269999997,1.0,Public_or_other,Hightech,Yes,7.0,421.09144800000007
4315,Turquoises,2.0,301.1666211,39440.50075,Below_30,10188.31483,Yes,701.7590349999999,Yes,Male,By_16:00,0.5030254989999999,0.293790571,5050.0,494.3378136,48.81265429,4917.447741,964.9004799,30.41834631,22.23370895,4.95,56234.03264,Maybe,154352.5032,5.002369103,392.87721139999996,54.79904553,100.3888737,100.0,Education,14.0,125.3589929,4.0,Foot_or_bicycle,Public_Sector,No,1.0,435.1345631
4317,Browns,2.0,158.07679319999997,775.2593833999999,Below_30,2839.166993,Yes,136.2473785,Yes,Male,By_16:00,0.093283636,0.6091839379999999,7840.0,128.2175852,65.88488559,403.56480919999996,303.1623526,,11.32332041,8.16,11399.01895,Yes,216.47130640000003,4.860001111,14.71296389,73.43302649,52.69226441,90.0,Environment,,765.8116855000001,1.0,Public_or_other,Services_or_Retail,No,0.0,38.76051092
4318,Khakis,7.0,280.9257709,44843.19188,30-45,8872.451787,Yes,670.2422331,Yes,Male,By_16:00,0.339053668,0.658284188,8863.0,444.8541149,77.39607864,5678.502622,408.60218619999995,24.99407746,21.09156502,1.137,53940.616610000005,Yes,229325.5173,1.291804714,478.8794392,70.74217978,93.64192364,100.0,Education,10.0,81.40255737,3.0,Motorcycle_or_truck,Public_Sector,No,1.0,443.97117149999997
4321,Oranges,1.0,816.8460873,155337.2632,Below_30,74419.7854,No,510.3357548,No,Male,By_16:00,0.557558277,0.821671741,5391.0,353.5725618,71.14547879999999,6412.1585509999995,38.59188501,38.53887534,18.80352525,6.609,44197.56226,No,325471.7821,1.4367069609999998,570.5013428,86.29269227,272.28202910000005,30.0,Military,9.0,281.5080177,0.0,Public_or_other,Services_or_Retail,Yes,0.0,270.1406298
4322,Browns,3.0,291.3762416,8404.085487,Below_30,9540.471431999998,No,497.39885139999996,Yes,Male,By_16:00,0.48017574,0.555118388,3612.0,439.9538398,56.97650083,1745.1894989999998,797.7308347000001,16.19829794,20.97507663,12.388,40935.514839999996,No,7487.126278,8.71353671,86.52818199,90.84410656,97.12541386,90.0,Environment,14.0,522.9029249,2.0,Car,Hightech,No,0.0,185.5751548
4323,Khakis,7.0,385.0297659,40233.56,30-45,16610.334440000002,Yes,550.931583,Yes,Female,After_16:00,0.392341913,0.893086433,4921.0,363.7264285,61.01035692,3862.2930869999996,834.3943832,91.93156227,19.07161316,5.079,43269.89484,Yes,98272.23268,2.106792303,313.484023,30.68516115,128.3432553,70.0,Social,7.0,258.2798234,1.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,384.4587901
4324,Reds,4.0,690.1344421,146063.7887,Below_30,53160.66128,No,725.7003526000001,No,Female,After_16:00,0.96294919,0.665506421,7486.0,438.73102,52.68143879,7226.824417,195.6683623,17.20457689,20.945907000000002,4.513999999999999,58190.44294,No,403144.026,3.047567245,634.9362377,41.77713888,230.044814,50.0,Other,11.0,152.2025004,1.0,Foot_or_bicycle,Industry_or_other,No,0.0,534.6976217
4325,Browns,7.0,679.9076468999999,46560.20175,45_and_up,51600.45902,No,546.2914440000001,Yes,Female,By_16:00,0.138973126,0.322456931,4142.0,383.97974,59.62020101,2822.365044,862.0239899000001,46.43912332,19.59540099,11.857999999999999,42498.48728,No,42205.8222,5.855598885,205.4405564,67.16372918,226.63588230000002,90.0,Environment,12.0,346.0250392,1.0,Car,Public_Sector,No,0.0,360.33124469999996
4327,Browns,9.0,1007.960313,,30-45,113233.0971,Yes,217.72526000000002,Yes,Female,By_16:00,0.549102016,0.0438954,8825.0,151.08684440000002,76.27868182,962.7395672,115.10217,94.15712913,12.29173887,7.175,16666.41584,Maybe,4363.472796999999,7.252239231,66.05658784,18.467782,335.986771,100.0,Education,12.0,657.5327652000001,2.0,Car,Industry_or_other,Yes,1.0,150.2828826
4330,Yellows,7.0,25.61730912,2374.02146,30-45,91.45538379,Yes,855.3537326,Yes,Male,By_16:00,0.576480096,0.15724518199999998,9327.0,591.4493927999999,29.46173386,3963.0754020000004,268.8708885,0.9674304859999999,24.31973258,4.673,65623.63727,Yes,77293.8202,3.4176610110000003,278.0176617,86.11048823,8.539103041,70.0,Social,12.0,256.57065240000003,1.0,Motorcycle_or_truck,Services_or_Retail,,1.0,590.4950257
4331,Purples,9.0,113.70347679999999,9785.000347,30-45,1484.399008,Yes,182.6187972,Yes,Female,After_16:00,0.173049316,0.593437099,9215.0,95.27982598,43.54435222,2772.274992,852.7021007999999,99.04370571,9.76113856,6.785,15279.592980000001,No,66652.54099,0.171100588,258.171534,33.67629929,37.90115895,100.0,Education,12.0,591.9223952000001,1.0,Car,Public_Sector,No,2.0,142.09960080000002
4332,Reds,2.0,37.35955672,6726.838912,30-45,177.5350165,Yes,829.2937820000001,No,Female,After_16:00,0.7083159040000001,0.142509541,6739.0,487.4913768,78.70142381,6376.684087,458.0259544,71.66194585,22.07920689,5.261,63662.79077000001,Maybe,291783.7729,3.768263625,540.1701333,66.82646051,12.45318557,40.0,Foreign_Affairs,9.0,178.10952959999997,3.0,Public_or_other,Services_or_Retail,Yes,0.0,673.0690592
4333,Oranges,2.0,551.683753,53508.149880000004,45_and_up,34011.11273,Yes,590.2228465,Yes,Female,By_16:00,0.659840516,0.335391215,9686.0,362.5924662,17.90874097,,852.4589131000001,96.90266105,19.04186089,2.314,44754.37124,No,84664.62532,5.689315957000001,290.97186339999996,5.25589413,183.89458430000002,50.0,Other,,251.98942769999996,2.0,Car,Services_or_Retail,Yes,0.0,469.5848812
4334,Oranges,4.0,523.2038558,71903.93851,30-45,30600.20959,No,716.3078594,Yes,Male,After_16:00,0.576098562,0.032387532000000004,5460.0,530.3618107,49.28270909,5183.625491,356.8543524,38.621658200000006,23.02958555,6.54,58534.52574,No,169983.1982,0.39532898899999996,412.2901869,4.892608873,174.4012853,50.0,Other,8.0,139.7632236,4.0,Foot_or_bicycle,Services_or_Retail,Yes,1.0,395.50642220000003
4338,Whites,4.0,372.46628419999996,36730.49715,45_and_up,15548.72574,No,564.89407,Yes,Male,By_16:00,0.506255995,0.661328542,4983.0,295.2680298,44.71400883,3548.9646780000003,227.3485975,53.11748025,17.18336491,5.0169999999999995,41050.924660000004,Maybe,87522.99893,4.519647821,295.8428619,37.19741476,124.1554281,80.0,Healthcare,8.0,291.7653687,3.0,Foot_or_bicycle,Public_Sector,No,0.0,539.1371138999999
4340,Blues,9.0,1313.548465,295727.6252,30-45,192160.0239,No,512.1462439,No,Male,By_16:00,0.08760972,0.738454243,6457.0,286.93172289999995,21.33195212,7327.956646,544.9727816000001,6.657411647000001,16.93905909,7.542999999999999,43009.367289999995,No,456177.7496,1.4788865690000002,675.40932,57.95906377,437.8494883,90.0,Environment,11.0,303.9132714,2.0,Motorcycle_or_truck,Hightech,Yes,0.0,372.7335227
4341,Browns,4.0,835.4890644999999,95961.86394,30-45,77848.71601,No,541.4549186,Yes,Female,By_16:00,0.253963201,0.7981865509999999,4190.0,363.079916,82.51012713,4171.873296,39.72868924,12.44158673,19.05465602,11.81,43194.49571,Yes,118729.4127,4.450481362,344.5713464,19.61189611,278.4963548,100.0,Education,15.0,249.7576795,1.0,Motorcycle_or_truck,Services_or_Retail,No,1.0,360.4517191
4342,Oranges,6.0,76.72596734,13370.08409,45_and_up,689.6724408,,613.2845769999999,No,Male,By_16:00,0.260289257,0.11725750800000001,3337.0,239.8936226,11.86225691,5707.515702000001,419.6466461,83.30774240000001,15.48849969,8.663,43953.36766,Maybe,273291.4481,9.241430572999999,522.7728456,59.85930413,25.57532245,50.0,Other,11.0,323.03603039999996,4.0,Foot_or_bicycle,Hightech,No,0.0,690.2060642999999
4345,Browns,4.0,257.8547408,11848.94345,30-45,7483.625728,No,453.15928130000003,Yes,Male,By_16:00,0.002568945,0.600288855,9895.0,402.9276856,18.39696043,2184.41565,155.22182780000003,,20.0730587,6.105,38107.75035,Maybe,19004.28443,9.071090647,137.85602790000002,45.31553744,85.95158025,90.0,Environment,14.0,510.53806710000003,5.0,Motorcycle_or_truck,Hightech,Yes,2.0,153.4775228
4348,Turquoises,9.0,945.4811225,126261.2443,Below_30,99651.22181,Yes,587.3109577,Yes,Female,By_16:00,0.217798817,0.45480354700000003,5249.0,387.245642,16.38864398,4780.745072,983.6563107000001,80.3505555,19.67855792,4.751,46931.74054,Maybe,160500.6942,6.335911641,400.6253788,47.27661659,315.16037420000004,60.0,Financial,10.0,181.9461524,1.0,Foot_or_bicycle,Public_Sector,,0.0,397.4546841
4349,Turquoises,10.0,996.1413736999999,128084.03,30-45,110597.3401,Yes,643.7312559,Yes,Female,By_16:00,0.16575789900000001,0.680059108,3932.0,426.74429689999994,13.20110902,4710.893777,114.94245079999999,3.0225197089999996,20.65779022,6.068,50867.15006,No,148795.7475,2.075055845,385.7405183,41.45466394,332.0471246,80.0,Healthcare,10.0,147.5309986,3.0,Foot_or_bicycle,Hightech,No,0.0,442.17467369999997
4350,Browns,1.0,112.4984406,1176.109235,45_and_up,1453.710495,No,68.32471219,Yes,Female,By_16:00,0.002180037,0.307528417,3089.0,55.10546383,35.75141416,423.8444044,236.6559075,56.50299806,7.423305452,12.911,5658.913176,Maybe,983.6595772,2.9032786489999998,31.36334767,34.36051519,37.49948019,60.0,Financial,11.0,798.3339929,1.0,Car,Hightech,Yes,2.0,31.18691993
4352,Browns,6.0,724.9677224,17367.96439,Below_30,58649.23352,No,174.6205639,Yes,Male,After_16:00,0.43153886399999997,0.097503425,3955.0,176.7816144,58.85092372,1072.269615,174.4818485,12.57788765,13.29592473,12.045,15747.512169999998,Yes,5165.388694,4.124291372,71.87063861,2.470811037,241.6559075,80.0,Healthcare,14.0,722.0680990000001,1.0,Foot_or_bicycle,Public_Sector,No,1.0,
4353,Turquoises,2.0,354.9182205,46228.10918,45_and_up,14124.6331,Yes,631.353433,Yes,Female,After_16:00,0.26076184,0.71059781,5942.0,398.2966969,73.12660106,4704.09432,803.8165173,52.57749888,19.95737199,4.058,49261.81157,Maybe,152685.6349,2.542123669,390.7500926,60.49819144,118.30607350000001,80.0,Healthcare,13.0,152.7330601,3.0,Foot_or_bicycle,Hightech,Yes,0.0,467.6227932
4354,Violets,3.0,50.75801306,305.40083880000003,45_and_up,313.18332549999997,No,121.1969969,Yes,Female,By_16:00,0.755043688,0.6574392370000001,3769.0,69.41056188,4.357604356,319.32513900000004,304.30229080000004,43.22341178,8.331300131,12.231,8478.134523,No,325.81699530000003,7.8152695229999996,18.05040153,85.91672233,16.91933769,80.0,Healthcare,10.0,752.8601725,3.0,Motorcycle_or_truck,Public_Sector,No,0.0,113.844902
4356,Purples,2.0,185.4972386,6369.2337,45_and_up,3895.0796939999996,Yes,86.06700557,Yes,Female,After_16:00,0.8318374190000001,0.108446982,8945.0,79.15898492,77.00169568,1188.398053,31.42448817,58.0322152,8.897133522999999,7.055,8291.918377,No,10610.64978,6.74058855,103.0080083,53.56801469,61.83241287,100.0,Education,14.0,758.7788869,5.0,Car,Services_or_Retail,Yes,2.0,9.046236626
4357,Browns,10.0,203.7780049,6925.2159,Below_30,4691.8677,,366.82072660000006,Yes,Male,By_16:00,0.819066168,0.8210369890000001,5232.0,331.6189931,11.31085383,1682.7615460000002,320.9924195,92.71430289,18.21040892,10.767999999999999,30938.45577,No,10394.28289,9.199248441,101.95235600000001,,67.92600164,90.0,Environment,13.0,577.9200167,2.0,Public_or_other,Public_Sector,Yes,0.0,116.33679440000002
4358,Browns,8.0,946.3000092,22057.004240000002,30-45,99823.62306,No,226.6857235,Yes,Male,By_16:00,0.66201774,0.115626496,4135.0,171.29422649999998,50.16387431,1041.848857,422.54760020000003,46.64886447,13.08794203,11.865,17906.58333,Yes,4889.6511310000005,5.667833856000001,69.92604043,5.638914322000001,315.4333364,60.0,Financial,12.0,655.080381,2.0,Public_or_other,Public_Sector,Yes,0.0,131.0566312
4360,Turquoises,2.0,529.9952422,,45_and_up,31397.21583,No,642.1838723999999,Yes,Female,After_16:00,0.777365245,0.173148676,3344.0,392.4783567,53.25102052,4428.780339,,14.42645313,19.81106652,6.656000000000001,49208.46399,Yes,132774.5061,3.650861627,364.3823625,16.56534206,176.66508069999998,80.0,Healthcare,10.0,173.142573,1.0,Foot_or_bicycle,Services_or_Retail,Yes,1.0,505.03023039999994
4361,Reds,7.0,305.24946889999995,48862.178530000005,45_and_up,10464.7763,Yes,668.981138,,Female,By_16:00,0.467033629,0.513819735,8364.0,395.459788,1.020965935,5593.10764,416.43836469999997,97.19202342,19.88617077,3.636,51992.59337,Maybe,230610.10199999998,4.719606249,480.21880639999995,46.68548368,101.74982299999999,40.0,Foreign_Affairs,8.0,110.56859229999999,0.0,Public_or_other,Services_or_Retail,Yes,2.0,530.0908964
4363,Blues,2.0,1118.599439,58576.378189999996,Below_30,139412.2782,No,818.721675,Yes,Male,By_16:00,0.16321618699999998,0.48963239299999994,5861.0,797.1795951,5.635164701,3165.333825,516.1947071999999,13.15840911,28.23436904,8.139,,Maybe,24679.61304,5.830835747,157.0974635,27.59460937,372.86647969999996,,Healthcare,12.0,560.4218819,3.0,Public_or_other,Industry_or_other,No,1.0,171.1005862
4364,Browns,5.0,399.71223510000004,33634.66046,30-45,17895.44529,Yes,526.1801307,Yes,Male,By_16:00,0.7260049140000001,0.061601625,5889.0,368.1417755,8.748880122000001,3260.699181,482.93584050000004,36.78153998,19.18702102,10.111,41544.83393,Yes,63726.74273,9.268132544,252.441563,13.79385442,133.2374117,70.0,Social,,323.3002067,0.0,Car,Services_or_Retail,No,0.0,339.216753
4365,Khakis,9.0,459.0821275,51713.731660000005,45_and_up,23580.405130000003,Yes,624.772652,Yes,Male,After_16:00,0.285500102,0.581191583,7067.0,409.18145269999997,2.1854583169999997,4197.740704999999,483.7883748,51.60469813,20.22823405,2.9330000000000003,48724.37454,No,114201.9431,3.9432962560000004,337.93777989999995,20.03135933,153.02737580000002,80.0,Healthcare,8.0,193.6231725,1.0,Foot_or_bicycle,Hightech,Yes,0.0,445.43113330000006
4366,Yellows,9.0,1002.4729189999999,78002.97782999999,30-45,112005.4859,No,782.0457267,Yes,Female,After_16:00,0.909595328,0.44931204399999997,9284.0,519.5793467,81.96533378,3373.475451,587.8812505,58.83659574,22.7942832,4.716,58924.41899,Maybe,54490.34726,6.419098367999999,233.4316758,61.51206866,334.1576398,100.0,Education,16.0,279.62951360000005,1.0,Public_or_other,Public_Sector,No,0.0,582.1622942
4367,Browns,2.0,799.7492863,5205.999895,Below_30,71343.12986,Yes,34.71834326,Yes,Female,By_16:00,0.988221708,0.595093368,8898.0,31.25616198,48.822750799999994,257.7985212,19.18649022,39.02711386,5.590721061,7.102,3045.686527,Maybe,381.3669883,0.459494775,19.52861972,11.98017152,266.5830954,90.0,Environment,15.0,831.4984019,2.0,Car,Student_or_Unemployed,No,0.0,9.269871018
4368,Browns,4.0,209.028836,7017.392916,30-45,4934.460088,No,152.56857069999998,Yes,Female,After_16:00,0.47416511299999997,0.49404058100000003,3164.0,141.71360049999998,95.636105,1290.569524,,33.30613519,11.90435217,12.835999999999999,13737.155709999999,Yes,10143.356590000001,0.7380178270000001,100.71423229999999,24.8684692,69.67627867,90.0,Environment,15.0,713.2902995000001,2.0,Car,Services_or_Retail,Yes,0.0,29.90981399
4370,Khakis,2.0,65.47196812,6533.245329,Below_30,508.11050149999994,No,564.7326202,Yes,Female,After_16:00,0.25566707899999996,0.7119207259999999,7078.0,371.8364548,95.8654728,3737.280182,991.1673407,60.49998412,19.28306134,2.9219999999999997,44042.6607,No,89616.84499,1.764582756,299.3607272,87.23508564,21.82398937,90.0,Environment,9.0,258.1174142,1.0,Motorcycle_or_truck,Public_Sector,No,1.0,400.28747630000004
4371,Browns,1.0,408.2949445,2198.655603,30-45,18668.84961,No,565.2829092999999,Yes,Female,By_16:00,0.8594672809999999,0.22977146199999998,6394.0,449.157953,68.80460263,1059.864975,272.75803199999996,34.52977741,21.193346899999998,9.606,43540.83166,No,260.9810164,6.801526797999999,16.15490688,81.97754782,136.0983148,90.0,Environment,12.0,519.1397898,5.0,Motorcycle_or_truck,Public_Sector,No,0.0,318.85052169999994
4372,Pinks,9.0,192.6556717,45354.690480000005,45_and_up,4198.24165,No,904.5717669,No,Female,After_16:00,0.804380309,0.473812735,4544.0,660.6382196000001,6.2891620679999996,8383.828518,71.49980473,26.33121284,25.70288349,5.456,,No,498796.4187,5.5737635,706.2552079,8.06418648,64.21855723,80.0,Healthcare,9.0,262.2931162,0.0,Foot_or_bicycle,Public_Sector,No,0.0,478.74369709999996
